Nome abreviado do estrato;Código do estrato;Nome do Município;Código do Município
Litoral/Entorno metropol. de Curitiba (PR);4151;Antonina;4101200
Litoral/Entorno metropol. de Curitiba (PR);4151;Campo do Tenente;4104105
Litoral/Entorno metropol. de Curitiba (PR);4151;Guaraqueçaba;4109500
Litoral/Entorno metropol. de Curitiba (PR);4151;Guaratuba;4109609
Litoral/Entorno metropol. de Curitiba (PR);4151;Matinhos;4115705
Litoral/Entorno metropol. de Curitiba (PR);4151;Morretes;4116208
Litoral/Entorno metropol. de Curitiba (PR);4151;Paranaguá;4118204
Litoral/Entorno metropol. de Curitiba (PR);4151;Piên;4119103
Litoral/Entorno metropol. de Curitiba (PR);4151;Pontal do Paraná;4119954
Litoral/Entorno metropol. de Curitiba (PR);4151;Rio Negro;4122305
Macapá (AP);1610;Macapá;1600303
Maceió (AL);2710;Maceió;2704302
Manaus (AM);1310;Manaus;1302603
Mata de Pernambuco;2652;Água Preta;2600401
Mata de Pernambuco;2652;Aliança;2600708
Mata de Pernambuco;2652;Amaraji;2600906
Mata de Pernambuco;2652;Barreiros;2601409
Mata de Pernambuco;2652;Belém de Maria;2601508
Mata de Pernambuco;2652;Buenos Aires;2602704
Mata de Pernambuco;2652;Camutanga;2603603
Mata de Pernambuco;2652;Carpina;2604007
Mata de Pernambuco;2652;Catende;2604205
Mata de Pernambuco;2652;Chã de Alegria;2604403
Mata de Pernambuco;2652;Chã Grande;2604502
Mata de Pernambuco;2652;Condado;2604601
Mata de Pernambuco;2652;Cortês;2604809
Mata de Pernambuco;2652;Escada;2605202
Mata de Pernambuco;2652;Fernando de Noronha;2605459
Mata de Pernambuco;2652;Ferreiros;2605509
Mata de Pernambuco;2652;Gameleira;2605905
Mata de Pernambuco;2652;Glória do Goitá;2606101
Mata de Pernambuco;2652;Goiana;2606200
Mata de Pernambuco;2652;Itambé;2607653
Mata de Pernambuco;2652;Itaquitinga;2607802
Mata de Pernambuco;2652;Jaqueira;2607950
Mata de Pernambuco;2652;Joaquim Nabuco;2608206
Mata de Pernambuco;2652;Lagoa do Carro;2608453
Mata de Pernambuco;2652;Lagoa do Itaenga;2608503
Mata de Pernambuco;2652;Macaparana;2609006
Mata de Pernambuco;2652;Maraial;2609204
Mata de Pernambuco;2652;Nazaré da Mata;2609501
Mata de Pernambuco;2652;Palmares;2610004
Mata de Pernambuco;2652;Paudalho;2610608
Mata de Pernambuco;2652;Pombos;2611309
Mata de Pernambuco;2652;Primavera;2611408
Mata de Pernambuco;2652;Quipapá;2611507
Mata de Pernambuco;2652;Ribeirão;2611804
Mata de Pernambuco;2652;Rio Formoso;2611903
Mata de Pernambuco;2652;São Benedito do Sul;2612901
Mata de Pernambuco;2652;São José da Coroa Grande;2613404
Mata de Pernambuco;2652;Sirinhaém;2614204
Mata de Pernambuco;2652;Tamandaré;2614857
Mata de Pernambuco;2652;Timbaúba;2615300
Mata de Pernambuco;2652;Tracunhaém;2615508
Mata de Pernambuco;2652;Vicência;2616308
Mata de Pernambuco;2652;Vitória de Santo Antão;2616407
Mata de Pernambuco;2652;Xexéu;2616506
Natal (RN);2410;Natal;2408102
Nordeste de Mato Grosso do Sul;5053;Água Clara;5000203
Nordeste de Mato Grosso do Sul;5053;Alcinópolis;5000252
Nordeste de Mato Grosso do Sul;5053;Aparecida do Taboado;5001003
Nordeste de Mato Grosso do Sul;5053;Bandeirantes;5001508
Nordeste de Mato Grosso do Sul;5053;Brasilândia;5002308
Nordeste de Mato Grosso do Sul;5053;Camapuã;5002605
Nordeste de Mato Grosso do Sul;5053;Cassilândia;5002902
Nordeste de Mato Grosso do Sul;5053;Chapadão do Sul;5002951
Nordeste de Mato Grosso do Sul;5053;Corguinho;5003108
Nordeste de Mato Grosso do Sul;5053;Costa Rica;5003256
Nordeste de Mato Grosso do Sul;5053;Coxim;5003306
Nordeste de Mato Grosso do Sul;5053;Figueirão;5003900
Nordeste de Mato Grosso do Sul;5053;Inocência;5004403
Nordeste de Mato Grosso do Sul;5053;Jaraguari;5004908
Nordeste de Mato Grosso do Sul;5053;Paraíso das Águas;5006275
Nordeste de Mato Grosso do Sul;5053;Paranaíba;5006309
Nordeste de Mato Grosso do Sul;5053;Pedro Gomes;5006408
Nordeste de Mato Grosso do Sul;5053;Ribas do Rio Pardo;5007109
Nordeste de Mato Grosso do Sul;5053;Rio Negro;5007307
Nordeste de Mato Grosso do Sul;5053;Rio Verde de Mato Grosso;5007406
Nordeste de Mato Grosso do Sul;5053;Rochedo;5007505
Nordeste de Mato Grosso do Sul;5053;Santa Rita do Pardo;5007554
Nordeste de Mato Grosso do Sul;5053;São Gabriel do Oeste;5007695
Nordeste de Mato Grosso do Sul;5053;Selvíria;5007802
Nordeste de Mato Grosso do Sul;5053;Sidrolândia;5007901
Nordeste de Mato Grosso do Sul;5053;Sonora;5007935
Nordeste de Mato Grosso do Sul;5053;Terenos;5008008
Nordeste de Mato Grosso do Sul;5053;Três Lagoas;5008305
Noroeste de São Paulo;3551;Adolfo;3500204
Noroeste de São Paulo;3551;Altair;3500907
Noroeste de São Paulo;3551;Altinópolis;3501004
Noroeste de São Paulo;3551;Álvares Florence;3501202
Noroeste de São Paulo;3551;Américo de Campos;3501806
Noroeste de São Paulo;3551;Aparecida d'Oeste;3502606
Noroeste de São Paulo;3551;Aramina;3503000
Noroeste de São Paulo;3551;Ariranha;3503703
Noroeste de São Paulo;3551;Aspásia;3503950
Noroeste de São Paulo;3551;Auriflama;3504206
Noroeste de São Paulo;3551;Bady Bassitt;3504602
Noroeste de São Paulo;3551;Bálsamo;3504800
Noroeste de São Paulo;3551;Barretos;3505500
Noroeste de São Paulo;3551;Barrinha;3505609
Noroeste de São Paulo;3551;Batatais;3505906
Noroeste de São Paulo;3551;Bebedouro;3506102
Noroeste de São Paulo;3551;Brodowski;3507803
Noroeste de São Paulo;3551;Buritizal;3508207
Noroeste de São Paulo;3551;Cajobi;3509304
Noroeste de São Paulo;3551;Cajuru;3509403
Noroeste de São Paulo;3551;Cândido Rodrigues;3510104
Noroeste de São Paulo;3551;Cardoso;3510708
Noroeste de São Paulo;3551;Cássia dos Coqueiros;3510906
Noroeste de São Paulo;3551;Catanduva;3511102
Noroeste de São Paulo;3551;Catiguá;3511201
Noroeste de São Paulo;3551;Cedral;3511300
Noroeste de São Paulo;3551;Colina;3512001
Noroeste de São Paulo;3551;Colômbia;3512100
Noroeste de São Paulo;3551;Cosmorama;3512902
Noroeste de São Paulo;3551;Cravinhos;3513108
Noroeste de São Paulo;3551;Cristais Paulista;3513207
Noroeste de São Paulo;3551;Dirce Reis;3513850
Noroeste de São Paulo;3551;Dolcinópolis;3514205
Noroeste de São Paulo;3551;Dumont;3514601
Noroeste de São Paulo;3551;Elisiário;3514924
Noroeste de São Paulo;3551;Embaúba;3514957
Noroeste de São Paulo;3551;Estrela d'Oeste;3515202
Noroeste de São Paulo;3551;Fernandópolis;3515509
Noroeste de São Paulo;3551;Fernando Prestes;3515608
Noroeste de São Paulo;3551;Floreal;3515905
Noroeste de São Paulo;3551;Franca;3516200
Noroeste de São Paulo;3551;Gastão Vidigal;3516804
Noroeste de São Paulo;3551;General Salgado;3516903
Noroeste de São Paulo;3551;Guaíra;3517406
Noroeste de São Paulo;3551;Guapiaçu;3517505
Noroeste de São Paulo;3551;Guará;3517703
Noroeste de São Paulo;3551;Guaraci;3517901
Noroeste de São Paulo;3551;Guarani d'Oeste;3518008
Noroeste de São Paulo;3551;Guariba;3518602
Noroeste de São Paulo;3551;Guatapará;3518859
Noroeste de São Paulo;3551;Guzolândia;3518909
Noroeste de São Paulo;3551;Ibirá;3519402
Noroeste de São Paulo;3551;Icém;3519808
Noroeste de São Paulo;3551;Igarapava;3520103
Noroeste de São Paulo;3551;Indiaporã;3520707
Noroeste de São Paulo;3551;Ipiguá;3521150
Noroeste de São Paulo;3551;Ipuã;3521309
Noroeste de São Paulo;3551;Irapuã;3521507
Noroeste de São Paulo;3551;Itajobi;3521903
Noroeste de São Paulo;3551;Itirapuã;3523701
Noroeste de São Paulo;3551;Ituverava;3524105
Noroeste de São Paulo;3551;Jaborandi;3524204
Noroeste de São Paulo;3551;Jaboticabal;3524303
Noroeste de São Paulo;3551;Jaci;3524501
Noroeste de São Paulo;3551;Jales;3524808
Noroeste de São Paulo;3551;Jardinópolis;3525102
Noroeste de São Paulo;3551;Jeriquara;3525409
Noroeste de São Paulo;3551;José Bonifácio;3525706
Noroeste de São Paulo;3551;Luís Antônio;3527603
Noroeste de São Paulo;3551;Macaubal;3528106
Noroeste de São Paulo;3551;Macedônia;3528205
Noroeste de São Paulo;3551;Magda;3528304
Noroeste de São Paulo;3551;Marapoama;3528858
Noroeste de São Paulo;3551;Marinópolis;3529104
Noroeste de São Paulo;3551;Mendonça;3529500
Noroeste de São Paulo;3551;Meridiano;3529609
Noroeste de São Paulo;3551;Mesópolis;3529658
Noroeste de São Paulo;3551;Miguelópolis;3529708
Noroeste de São Paulo;3551;Mira Estrela;3530003
Noroeste de São Paulo;3551;Mirassol;3530300
Noroeste de São Paulo;3551;Mirassolândia;3530409
Noroeste de São Paulo;3551;Monções;3531001
Noroeste de São Paulo;3551;Monte Alto;3531308
Noroeste de São Paulo;3551;Monte Aprazível;3531407
Noroeste de São Paulo;3551;Monte Azul Paulista;3531506
Noroeste de São Paulo;3551;Morro Agudo;3531902
Noroeste de São Paulo;3551;Neves Paulista;3532504
Noroeste de São Paulo;3551;Nhandeara;3532603
Noroeste de São Paulo;3551;Nipoã;3532702
Noroeste de São Paulo;3551;Nova Aliança;3532801
Noroeste de São Paulo;3551;Nova Canaã Paulista;3532843
Noroeste de São Paulo;3551;Nova Castilho;3532868
Noroeste de São Paulo;3551;Nova Granada;3533007
Noroeste de São Paulo;3551;Novais;3533254
Noroeste de São Paulo;3551;Nova Luzitânia;3533304
Noroeste de São Paulo;3551;Novo Horizonte;3533502
Noroeste de São Paulo;3551;Nuporanga;3533601
Noroeste de São Paulo;3551;Olímpia;3533908
Noroeste de São Paulo;3551;Onda Verde;3534005
Noroeste de São Paulo;3551;Orindiúva;3534203
Noroeste de São Paulo;3551;Orlândia;3534302
Noroeste de São Paulo;3551;Ouroeste;3534757
Noroeste de São Paulo;3551;Palestina;3535002
Noroeste de São Paulo;3551;Palmares Paulista;3535101
Noroeste de São Paulo;3551;Palmeira d'Oeste;3535200
Noroeste de São Paulo;3551;Paraíso;3535705
Noroeste de São Paulo;3551;Paranapuã;3535903
Noroeste de São Paulo;3551;Parisi;3536257
Noroeste de São Paulo;3551;Patrocínio Paulista;3536307
Noroeste de São Paulo;3551;Paulo de Faria;3536604
Noroeste de São Paulo;3551;Pedranópolis;3536901
Noroeste de São Paulo;3551;Pedregulho;3537008
Noroeste de São Paulo;3551;Pindorama;3538105
Noroeste de São Paulo;3551;Pirangi;3539004
Noroeste de São Paulo;3551;Pitangueiras;3539509
Noroeste de São Paulo;3551;Planalto;3539608
Noroeste de São Paulo;3551;Poloni;3539905
Noroeste de São Paulo;3551;Pontal;3540200
Noroeste de São Paulo;3551;Pontalinda;3540259
Noroeste de São Paulo;3551;Pontes Gestal;3540309
Noroeste de São Paulo;3551;Populina;3540408
Noroeste de São Paulo;3551;Potirendaba;3540804
Noroeste de São Paulo;3551;Pradópolis;3540903
Noroeste de São Paulo;3551;Restinga;3542701
Noroeste de São Paulo;3551;Ribeirão Corrente;3543105
Noroeste de São Paulo;3551;Ribeirão Preto;3543402
Noroeste de São Paulo;3551;Rifaina;3543600
Noroeste de São Paulo;3551;Riolândia;3544202
Noroeste de São Paulo;3551;Rubinéia;3544509
Noroeste de São Paulo;3551;Sales;3544806
Noroeste de São Paulo;3551;Sales Oliveira;3544905
Noroeste de São Paulo;3551;Santa Adélia;3545605
Noroeste de São Paulo;3551;Santa Albertina;3545704
Noroeste de São Paulo;3551;Santa Clara d'Oeste;3546108
Noroeste de São Paulo;3551;Santa Cruz da Esperança;3546256
Noroeste de São Paulo;3551;Santa Ernestina;3546504
Noroeste de São Paulo;3551;Santa Fé do Sul;3546603
Noroeste de São Paulo;3551;Santana da Ponte Pensa;3547205
Noroeste de São Paulo;3551;Santa Rita d'Oeste;3547403
Noroeste de São Paulo;3551;Santa Rita do Passa Quatro;3547502
Noroeste de São Paulo;3551;Santa Rosa de Viterbo;3547601
Noroeste de São Paulo;3551;Santa Salete;3547650
Noroeste de São Paulo;3551;Santo Antônio da Alegria;3547908
Noroeste de São Paulo;3551;São Francisco;3549003
Noroeste de São Paulo;3551;São João das Duas Pontes;3549201
Noroeste de São Paulo;3551;São João de Iracema;3549250
Noroeste de São Paulo;3551;São Joaquim da Barra;3549409
Noroeste de São Paulo;3551;São José da Bela Vista;3549508
Noroeste de São Paulo;3551;São José do Rio Preto;3549805
Noroeste de São Paulo;3551;São Simão;3550902
Noroeste de São Paulo;3551;Sebastianópolis do Sul;3551306
Noroeste de São Paulo;3551;Serra Azul;3551405
Noroeste de São Paulo;3551;Serrana;3551504
Noroeste de São Paulo;3551;Sertãozinho;3551702
Noroeste de São Paulo;3551;Severínia;3551900
Noroeste de São Paulo;3551;Tabapuã;3552601
Noroeste de São Paulo;3551;Taiaçu;3553104
Noroeste de São Paulo;3551;Taiúva;3553203
Noroeste de São Paulo;3551;Tanabi;3553401
Noroeste de São Paulo;3551;Taquaral;3553658
Noroeste de São Paulo;3551;Taquaritinga;3553708
Noroeste de São Paulo;3551;Terra Roxa;3554409
Noroeste de São Paulo;3551;Três Fronteiras;3554904
Noroeste de São Paulo;3551;Turmalina;3555307
Noroeste de São Paulo;3551;Ubarana;3555356
Noroeste de São Paulo;3551;Uchoa;3555604
Noroeste de São Paulo;3551;União Paulista;3555703
Noroeste de São Paulo;3551;Urânia;3555802
Noroeste de São Paulo;3551;Urupês;3556008
Noroeste de São Paulo;3551;Valentim Gentil;3556107
Noroeste de São Paulo;3551;Viradouro;3556800
Noroeste de São Paulo;3551;Vista Alegre do Alto;3556909
Noroeste de São Paulo;3551;Vitória Brasil;3556958
Noroeste de São Paulo;3551;Votuporanga;3557105
Noroeste de São Paulo;3551;Zacarias;3557154
Noroeste do Espírito Santo;3253;Água Doce do Norte;3200169
Noroeste do Espírito Santo;3253;Alto Rio Novo;3200359
Noroeste do Espírito Santo;3253;Baixo Guandu;3200805
Noroeste do Espírito Santo;3253;Barra de São Francisco;3200904
Noroeste do Espírito Santo;3253;Colatina;3201506
Noroeste do Espírito Santo;3253;Ecoporanga;3202108
Noroeste do Espírito Santo;3253;Governador Lindenberg;3202256
Noroeste do Espírito Santo;3253;Itaguaçu;3202702
Noroeste do Espírito Santo;3253;Itarana;3202900
Noroeste do Espírito Santo;3253;Mantenópolis;3203304
Noroeste do Espírito Santo;3253;Marilândia;3203353
Noroeste do Espírito Santo;3253;Pancas;3204005
Noroeste do Espírito Santo;3253;Santa Leopoldina;3204500
Noroeste do Espírito Santo;3253;Santa Maria de Jetibá;3204559
Noroeste do Espírito Santo;3253;Santa Teresa;3204609
Noroeste do Espírito Santo;3253;São Domingos do Norte;3204658
Noroeste do Espírito Santo;3253;São Roque do Canaã;3204955
Noroeste do Paraná;4156;Altamira do Paraná;4100459
Noroeste do Paraná;4156;Altônia;4100509
Noroeste do Paraná;4156;Alto Paraná;4100608
Noroeste do Paraná;4156;Alto Piquiri;4100707
Noroeste do Paraná;4156;Amaporã;4100905
Noroeste do Paraná;4156;Ângulo;4101150
Noroeste do Paraná;4156;Araruna;4101705
Noroeste do Paraná;4156;Astorga;4102109
Noroeste do Paraná;4156;Atalaia;4102208
Noroeste do Paraná;4156;Barbosa Ferraz;4102505
Noroeste do Paraná;4156;Boa Esperança;4103008
Noroeste do Paraná;4156;Brasilândia do Sul;4103370
Noroeste do Paraná;4156;Cafeara;4103404
Noroeste do Paraná;4156;Cafezal do Sul;4103479
Noroeste do Paraná;4156;Campina da Lagoa;4103909
Noroeste do Paraná;4156;Campo Mourão;4104303
Noroeste do Paraná;4156;Centenário do Sul;4105102
Noroeste do Paraná;4156;Cianorte;4105508
Noroeste do Paraná;4156;Cidade Gaúcha;4105607
Noroeste do Paraná;4156;Colorado;4105904
Noroeste do Paraná;4156;Corumbataí do Sul;4106555
Noroeste do Paraná;4156;Cruzeiro do Oeste;4106605
Noroeste do Paraná;4156;Cruzeiro do Sul;4106704
Noroeste do Paraná;4156;Diamante do Norte;4107108
Noroeste do Paraná;4156;Douradina;4107256
Noroeste do Paraná;4156;Doutor Camargo;4107306
Noroeste do Paraná;4156;Engenheiro Beltrão;4107504
Noroeste do Paraná;4156;Esperança Nova;4107520
Noroeste do Paraná;4156;Farol;4107553
Noroeste do Paraná;4156;Fênix;4107702
Noroeste do Paraná;4156;Floraí;4107801
Noroeste do Paraná;4156;Floresta;4107900
Noroeste do Paraná;4156;Flórida;4108106
Noroeste do Paraná;4156;Francisco Alves;4108320
Noroeste do Paraná;4156;Goioerê;4108601
Noroeste do Paraná;4156;Guairaçá;4108908
Noroeste do Paraná;4156;Guaporema;4109104
Noroeste do Paraná;4156;Guaraci;4109203
Noroeste do Paraná;4156;Icaraíma;4109906
Noroeste do Paraná;4156;Iguaraçu;4110003
Noroeste do Paraná;4156;Inajá;4110300
Noroeste do Paraná;4156;Indianópolis;4110409
Noroeste do Paraná;4156;Iporã;4110607
Noroeste do Paraná;4156;Iretama;4110805
Noroeste do Paraná;4156;Itaguajé;4110904
Noroeste do Paraná;4156;Itambé;4111100
Noroeste do Paraná;4156;Itaúna do Sul;4111308
Noroeste do Paraná;4156;Ivaté;4111555
Noroeste do Paraná;4156;Ivatuba;4111605
Noroeste do Paraná;4156;Jaguapitã;4111902
Noroeste do Paraná;4156;Janiópolis;4112207
Noroeste do Paraná;4156;Japurá;4112405
Noroeste do Paraná;4156;Jardim Olinda;4112603
Noroeste do Paraná;4156;Juranda;4112959
Noroeste do Paraná;4156;Jussara;4113007
Noroeste do Paraná;4156;Loanda;4113502
Noroeste do Paraná;4156;Lobato;4113601
Noroeste do Paraná;4156;Luiziana;4113734
Noroeste do Paraná;4156;Lupionópolis;4113809
Noroeste do Paraná;4156;Mamborê;4114005
Noroeste do Paraná;4156;Mandaguaçu;4114104
Noroeste do Paraná;4156;Mandaguari;4114203
Noroeste do Paraná;4156;Maria Helena;4114708
Noroeste do Paraná;4156;Marialva;4114807
Noroeste do Paraná;4156;Marilena;4115002
Noroeste do Paraná;4156;Mariluz;4115101
Noroeste do Paraná;4156;Maringá;4115200
Noroeste do Paraná;4156;Mirador;4115903
Noroeste do Paraná;4156;Moreira Sales;4116109
Noroeste do Paraná;4156;Munhoz de Melo;4116307
Noroeste do Paraná;4156;Nossa Senhora das Graças;4116406
Noroeste do Paraná;4156;Nova Aliança do Ivaí;4116505
Noroeste do Paraná;4156;Nova Cantu;4116802
Noroeste do Paraná;4156;Nova Esperança;4116901
Noroeste do Paraná;4156;Nova Londrina;4117107
Noroeste do Paraná;4156;Nova Olímpia;4117206
Noroeste do Paraná;4156;Ourizona;4117404
Noroeste do Paraná;4156;Paiçandu;4117503
Noroeste do Paraná;4156;Paraíso do Norte;4118006
Noroeste do Paraná;4156;Paranacity;4118105
Noroeste do Paraná;4156;Paranapoema;4118303
Noroeste do Paraná;4156;Paranavaí;4118402
Noroeste do Paraná;4156;Peabiru;4118808
Noroeste do Paraná;4156;Perobal;4118857
Noroeste do Paraná;4156;Pérola;4118907
Noroeste do Paraná;4156;Planaltina do Paraná;4119707
Noroeste do Paraná;4156;Porto Rico;4120200
Noroeste do Paraná;4156;Presidente Castelo Branco;4120408
Noroeste do Paraná;4156;Quarto Centenário;4120655
Noroeste do Paraná;4156;Querência do Norte;4121000
Noroeste do Paraná;4156;Quinta do Sol;4121109
Noroeste do Paraná;4156;Rancho Alegre D'Oeste;4121356
Noroeste do Paraná;4156;Roncador;4122503
Noroeste do Paraná;4156;Rondon;4122602
Noroeste do Paraná;4156;Santa Cruz de Monte Castelo;4123303
Noroeste do Paraná;4156;Santa Fé;4123402
Noroeste do Paraná;4156;Santa Inês;4123600
Noroeste do Paraná;4156;Santa Isabel do Ivaí;4123709
Noroeste do Paraná;4156;Santa Mônica;4123956
Noroeste do Paraná;4156;Santo Antônio do Caiuá;4124202
Noroeste do Paraná;4156;Santo Inácio;4124509
Noroeste do Paraná;4156;São Carlos do Ivaí;4124608
Noroeste do Paraná;4156;São João do Caiuá;4124905
Noroeste do Paraná;4156;São Jorge do Ivaí;4125308
Noroeste do Paraná;4156;São Jorge do Patrocínio;4125357
Noroeste do Paraná;4156;São Manoel do Paraná;4125555
Noroeste do Paraná;4156;São Pedro do Paraná;4125902
Noroeste do Paraná;4156;São Tomé;4126108
Noroeste do Paraná;4156;Sarandi;4126256
Noroeste do Paraná;4156;Tamboara;4126702
Noroeste do Paraná;4156;Tapejara;4126801
Noroeste do Paraná;4156;Tapira;4126900
Noroeste do Paraná;4156;Terra Boa;4127205
Noroeste do Paraná;4156;Terra Rica;4127304
Noroeste do Paraná;4156;Tuneiras do Oeste;4127908
Noroeste do Paraná;4156;Ubiratã;4128005
Noroeste do Paraná;4156;Umuarama;4128104
Noroeste do Paraná;4156;Uniflor;4128302
Noroeste do Paraná;4156;Alto Paraíso;4128625
Noroeste do Paraná;4156;Xambrê;4128807
Noroeste do Rio Grande do Sul;4352;Água Santa;4300059
Noroeste do Rio Grande do Sul;4352;Almirante Tamandaré do Sul;4300471
Noroeste do Rio Grande do Sul;4352;Alpestre;4300505
Noroeste do Rio Grande do Sul;4352;Ametista do Sul;4300646
Noroeste do Rio Grande do Sul;4352;Aratiba;4300901
Noroeste do Rio Grande do Sul;4352;Áurea;4301552
Noroeste do Rio Grande do Sul;4352;Barão de Cotegipe;4301701
Noroeste do Rio Grande do Sul;4352;Barracão;4301800
Noroeste do Rio Grande do Sul;4352;Barra do Rio Azul;4301925
Noroeste do Rio Grande do Sul;4352;Barra Funda;4301958
Noroeste do Rio Grande do Sul;4352;Barros Cassal;4302006
Noroeste do Rio Grande do Sul;4352;Benjamin Constant do Sul;4302055
Noroeste do Rio Grande do Sul;4352;Boa Vista das Missões;4302154
Noroeste do Rio Grande do Sul;4352;Cacique Doble;4303202
Noroeste do Rio Grande do Sul;4352;Caiçara;4303400
Noroeste do Rio Grande do Sul;4352;Camargo;4303558
Noroeste do Rio Grande do Sul;4352;Campinas do Sul;4303806
Noroeste do Rio Grande do Sul;4352;Carazinho;4304705
Noroeste do Rio Grande do Sul;4352;Carlos Gomes;4304853
Noroeste do Rio Grande do Sul;4352;Casca;4304903
Noroeste do Rio Grande do Sul;4352;Caseiros;4304952
Noroeste do Rio Grande do Sul;4352;Centenário;4305116
Noroeste do Rio Grande do Sul;4352;Cerro Grande;4305157
Noroeste do Rio Grande do Sul;4352;Chapada;4305306
Noroeste do Rio Grande do Sul;4352;Charrua;4305371
Noroeste do Rio Grande do Sul;4352;Ciríaco;4305504
Noroeste do Rio Grande do Sul;4352;Colorado;4305603
Noroeste do Rio Grande do Sul;4352;Constantina;4305801
Noroeste do Rio Grande do Sul;4352;Coqueiros do Sul;4305850
Noroeste do Rio Grande do Sul;4352;Coxilha;4305975
Noroeste do Rio Grande do Sul;4352;Cristal do Sul;4306072
Noroeste do Rio Grande do Sul;4352;Cruzaltense;4306130
Noroeste do Rio Grande do Sul;4352;David Canabarro;4306304
Noroeste do Rio Grande do Sul;4352;Dois Irmãos das Missões;4306429
Noroeste do Rio Grande do Sul;4352;Engenho Velho;4306924
Noroeste do Rio Grande do Sul;4352;Entre Rios do Sul;4306957
Noroeste do Rio Grande do Sul;4352;Erebango;4306973
Noroeste do Rio Grande do Sul;4352;Erechim;4307005
Noroeste do Rio Grande do Sul;4352;Ernestina;4307054
Noroeste do Rio Grande do Sul;4352;Erval Grande;4307203
Noroeste do Rio Grande do Sul;4352;Erval Seco;4307302
Noroeste do Rio Grande do Sul;4352;Estação;4307559
Noroeste do Rio Grande do Sul;4352;Faxinalzinho;4308052
Noroeste do Rio Grande do Sul;4352;Floriano Peixoto;4308250
Noroeste do Rio Grande do Sul;4352;Fontoura Xavier;4308300
Noroeste do Rio Grande do Sul;4352;Frederico Westphalen;4308508
Noroeste do Rio Grande do Sul;4352;Gaurama;4308706
Noroeste do Rio Grande do Sul;4352;Gentil;4308854
Noroeste do Rio Grande do Sul;4352;Getúlio Vargas;4308904
Noroeste do Rio Grande do Sul;4352;Gramado dos Loureiros;4309126
Noroeste do Rio Grande do Sul;4352;Ibiaçá;4309803
Noroeste do Rio Grande do Sul;4352;Ibiraiaras;4309902
Noroeste do Rio Grande do Sul;4352;Ibirapuitã;4309951
Noroeste do Rio Grande do Sul;4352;Ipiranga do Sul;4310462
Noroeste do Rio Grande do Sul;4352;Iraí;4310504
Noroeste do Rio Grande do Sul;4352;Itatiba do Sul;4310702
Noroeste do Rio Grande do Sul;4352;Jaboticaba;4310850
Noroeste do Rio Grande do Sul;4352;Jacutinga;4310900
Noroeste do Rio Grande do Sul;4352;Lagoão;4311254
Noroeste do Rio Grande do Sul;4352;Lagoa dos Três Cantos;4311270
Noroeste do Rio Grande do Sul;4352;Lajeado do Bugre;4311429
Noroeste do Rio Grande do Sul;4352;Liberato Salzano;4311601
Noroeste do Rio Grande do Sul;4352;Machadinho;4311700
Noroeste do Rio Grande do Sul;4352;Marau;4311809
Noroeste do Rio Grande do Sul;4352;Marcelino Ramos;4311908
Noroeste do Rio Grande do Sul;4352;Mariano Moro;4312005
Noroeste do Rio Grande do Sul;4352;Mato Castelhano;4312138
Noroeste do Rio Grande do Sul;4352;Maximiliano de Almeida;4312203
Noroeste do Rio Grande do Sul;4352;Mormaço;4312427
Noroeste do Rio Grande do Sul;4352;Muliterno;4312625
Noroeste do Rio Grande do Sul;4352;Não-Me-Toque;4312658
Noroeste do Rio Grande do Sul;4352;Nicolau Vergueiro;4312674
Noroeste do Rio Grande do Sul;4352;Nonoai;4312708
Noroeste do Rio Grande do Sul;4352;Nova Boa Vista;4312955
Noroeste do Rio Grande do Sul;4352;Novo Tiradentes;4313441
Noroeste do Rio Grande do Sul;4352;Novo Xingu;4313466
Noroeste do Rio Grande do Sul;4352;Novo Barreiro;4313490
Noroeste do Rio Grande do Sul;4352;Paim Filho;4313607
Noroeste do Rio Grande do Sul;4352;Palmeira das Missões;4313706
Noroeste do Rio Grande do Sul;4352;Palmitinho;4313805
Noroeste do Rio Grande do Sul;4352;Passo Fundo;4314100
Noroeste do Rio Grande do Sul;4352;Paulo Bento;4314134
Noroeste do Rio Grande do Sul;4352;Pinhal;4314456
Noroeste do Rio Grande do Sul;4352;Pinheirinho do Vale;4314498
Noroeste do Rio Grande do Sul;4352;Planalto;4314704
Noroeste do Rio Grande do Sul;4352;Pontão;4314779
Noroeste do Rio Grande do Sul;4352;Ponte Preta;4314787
Noroeste do Rio Grande do Sul;4352;Quatro Irmãos;4315313
Noroeste do Rio Grande do Sul;4352;Rio dos Índios;4315552
Noroeste do Rio Grande do Sul;4352;Rodeio Bonito;4315909
Noroeste do Rio Grande do Sul;4352;Ronda Alta;4316105
Noroeste do Rio Grande do Sul;4352;Rondinha;4316204
Noroeste do Rio Grande do Sul;4352;Sagrada Família;4316428
Noroeste do Rio Grande do Sul;4352;Sananduva;4316600
Noroeste do Rio Grande do Sul;4352;Santa Cecília do Sul;4316733
Noroeste do Rio Grande do Sul;4352;Santo Antônio do Palma;4317558
Noroeste do Rio Grande do Sul;4352;Santo Antônio do Planalto;4317756
Noroeste do Rio Grande do Sul;4352;Santo Expedito do Sul;4317954
Noroeste do Rio Grande do Sul;4352;São Domingos do Sul;4318051
Noroeste do Rio Grande do Sul;4352;São João da Urtiga;4318424
Noroeste do Rio Grande do Sul;4352;São José das Missões;4318457
Noroeste do Rio Grande do Sul;4352;São José do Herval;4318465
